State,Total Medicaid Enrollees,Total Medicaid Enrollment in Any Type of Managed Care,Medicaid Enrollment in Comprehensive Managed Care,Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs,Year,combined
Florida,3813067.0,3097487.0,2969638.0,0.0,2019,"State: Florida, Year: 2019, Total Medicaid Enrollees: 3813067.0, Medicaid Enrollment in Managed Care: 3097487.0, Medicaid Enrollment in Comprehensive Managed Care: 2969638.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Georgia8,1917560.0,1466300.0,1418039.0,0.0,2019,"State: Georgia8, Year: 2019, Total Medicaid Enrollees: 1917560.0, Medicaid Enrollment in Managed Care: 1466300.0, Medicaid Enrollment in Comprehensive Managed Care: 1418039.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Guam,0.0,0.0,0.0,0.0,2019,"State: Guam, Year: 2019, Total Medicaid Enrollees: 0.0, Medicaid Enrollment in Managed Care: 0.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Hawaii,327893.0,327762.0,327762.0,104712.0,2019,"State: Hawaii, Year: 2019, Total Medicaid Enrollees: 327893.0, Medicaid Enrollment in Managed Care: 327762.0, Medicaid Enrollment in Comprehensive Managed Care: 327762.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 104712.0"
Idaho,291466.0,289155.0,12230.0,0.0,2019,"State: Idaho, Year: 2019, Total Medicaid Enrollees: 291466.0, Medicaid Enrollment in Managed Care: 289155.0, Medicaid Enrollment in Comprehensive Managed Care: 12230.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Illinois,3001288.0,2122611.0,2122611.0,445661.0,2019,"State: Illinois, Year: 2019, Total Medicaid Enrollees: 3001288.0, Medicaid Enrollment in Managed Care: 2122611.0, Medicaid Enrollment in Comprehensive Managed Care: 2122611.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 445661.0"
Indiana,1462152.0,1074748.0,1074748.0,560574.0,2019,"State: Indiana, Year: 2019, Total Medicaid Enrollees: 1462152.0, Medicaid Enrollment in Managed Care: 1074748.0, Medicaid Enrollment in Comprehensive Managed Care: 1074748.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 560574.0"
Iowa,642329.0,603246.0,603246.0,174583.0,2019,"State: Iowa, Year: 2019, Total Medicaid Enrollees: 642329.0, Medicaid Enrollment in Managed Care: 603246.0, Medicaid Enrollment in Comprehensive Managed Care: 603246.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 174583.0"
Kansas,398034.0,341879.0,341879.0,0.0,2019,"State: Kansas, Year: 2019, Total Medicaid Enrollees: 398034.0, Medicaid Enrollment in Managed Care: 341879.0, Medicaid Enrollment in Comprehensive Managed Care: 341879.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Kentucky,1353368.0,1224145.0,1224145.0,446084.0,2019,"State: Kentucky, Year: 2019, Total Medicaid Enrollees: 1353368.0, Medicaid Enrollment in Managed Care: 1224145.0, Medicaid Enrollment in Comprehensive Managed Care: 1224145.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 446084.0"
Louisiana,1622025.0,1501128.0,1356874.0,456191.0,2019,"State: Louisiana, Year: 2019, Total Medicaid Enrollees: 1622025.0, Medicaid Enrollment in Managed Care: 1501128.0, Medicaid Enrollment in Comprehensive Managed Care: 1356874.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 456191.0"
Maine,258581.0,242488.0,0.0,0.0,2019,"State: Maine, Year: 2019, Total Medicaid Enrollees: 258581.0, Medicaid Enrollment in Managed Care: 242488.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Maryland,1457966.0,1190559.0,1190559.0,296967.0,2019,"State: Maryland, Year: 2019, Total Medicaid Enrollees: 1457966.0, Medicaid Enrollment in Managed Care: 1190559.0, Medicaid Enrollment in Comprehensive Managed Care: 1190559.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 296967.0"
Massachusetts,1829245.0,1187701.0,731688.0,165865.0,2019,"State: Massachusetts, Year: 2019, Total Medicaid Enrollees: 1829245.0, Medicaid Enrollment in Managed Care: 1187701.0, Medicaid Enrollment in Comprehensive Managed Care: 731688.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 165865.0"
Michigan,4713103.0,4650365.0,2446408.0,621998.0,2019,"State: Michigan, Year: 2019, Total Medicaid Enrollees: 4713103.0, Medicaid Enrollment in Managed Care: 4650365.0, Medicaid Enrollment in Comprehensive Managed Care: 2446408.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 621998.0"
Minnesota,1085204.0,849507.0,849507.0,166096.0,2019,"State: Minnesota, Year: 2019, Total Medicaid Enrollees: 1085204.0, Medicaid Enrollment in Managed Care: 849507.0, Medicaid Enrollment in Comprehensive Managed Care: 849507.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 166096.0"
Mississippi,673247.0,436028.0,436028.0,0.0,2019,"State: Mississippi, Year: 2019, Total Medicaid Enrollees: 673247.0, Medicaid Enrollment in Managed Care: 436028.0, Medicaid Enrollment in Comprehensive Managed Care: 436028.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Missouri,858077.0,840878.0,596646.0,0.0,2019,"State: Missouri, Year: 2019, Total Medicaid Enrollees: 858077.0, Medicaid Enrollment in Managed Care: 840878.0, Medicaid Enrollment in Comprehensive Managed Care: 596646.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Montana,254273.0,207316.0,0.0,0.0,2019,"State: Montana, Year: 2019, Total Medicaid Enrollees: 254273.0, Medicaid Enrollment in Managed Care: 207316.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Nebraska,248377.0,247490.0,247490.0,0.0,2019,"State: Nebraska, Year: 2019, Total Medicaid Enrollees: 248377.0, Medicaid Enrollment in Managed Care: 247490.0, Medicaid Enrollment in Comprehensive Managed Care: 247490.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Nevada,654497.0,575184.0,498872.0,196682.0,2019,"State: Nevada, Year: 2019, Total Medicaid Enrollees: 654497.0, Medicaid Enrollment in Managed Care: 575184.0, Medicaid Enrollment in Comprehensive Managed Care: 498872.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 196682.0"
New Hampshire,193363.0,173073.0,173073.0,48680.0,2019,"State: New Hampshire, Year: 2019, Total Medicaid Enrollees: 193363.0, Medicaid Enrollment in Managed Care: 173073.0, Medicaid Enrollment in Comprehensive Managed Care: 173073.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 48680.0"
New Jersey,1612863.0,1499339.0,1499339.0,488119.0,2019,"State: New Jersey, Year: 2019, Total Medicaid Enrollees: 1612863.0, Medicaid Enrollment in Managed Care: 1499339.0, Medicaid Enrollment in Comprehensive Managed Care: 1499339.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 488119.0"
New Mexico,832295.0,668435.0,668435.0,230343.0,2019,"State: New Mexico, Year: 2019, Total Medicaid Enrollees: 832295.0, Medicaid Enrollment in Managed Care: 668435.0, Medicaid Enrollment in Comprehensive Managed Care: 668435.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 230343.0"
New York,6140117.0,4705224.0,4466540.0,3447402.0,2019,"State: New York, Year: 2019, Total Medicaid Enrollees: 6140117.0, Medicaid Enrollment in Managed Care: 4705224.0, Medicaid Enrollment in Comprehensive Managed Care: 4466540.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 3447402.0"
North Carolina,2173625.0,1621483.0,2310.0,0.0,2019,"State: North Carolina, Year: 2019, Total Medicaid Enrollees: 2173625.0, Medicaid Enrollment in Managed Care: 1621483.0, Medicaid Enrollment in Comprehensive Managed Care: 2310.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
North Dakota,88829.0,45939.0,19872.0,19692.0,2019,"State: North Dakota, Year: 2019, Total Medicaid Enrollees: 88829.0, Medicaid Enrollment in Managed Care: 45939.0, Medicaid Enrollment in Comprehensive Managed Care: 19872.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 19692.0"
Northern Mariana Islands,0.0,0.0,0.0,0.0,2019,"State: Northern Mariana Islands, Year: 2019, Total Medicaid Enrollees: 0.0, Medicaid Enrollment in Managed Care: 0.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Ohio,2823271.0,2371585.0,2371585.0,564575.0,2019,"State: Ohio, Year: 2019, Total Medicaid Enrollees: 2823271.0, Medicaid Enrollment in Managed Care: 2371585.0, Medicaid Enrollment in Comprehensive Managed Care: 2371585.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 564575.0"
Oklahoma,790443.0,645075.0,537.0,0.0,2019,"State: Oklahoma, Year: 2019, Total Medicaid Enrollees: 790443.0, Medicaid Enrollment in Managed Care: 645075.0, Medicaid Enrollment in Comprehensive Managed Care: 537.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Oregon,1080170.0,869710.0,869710.0,396073.0,2019,"State: Oregon, Year: 2019, Total Medicaid Enrollees: 1080170.0, Medicaid Enrollment in Managed Care: 869710.0, Medicaid Enrollment in Comprehensive Managed Care: 869710.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 396073.0"
Pennsylvania,2827289.0,2626598.0,2442251.0,686944.0,2019,"State: Pennsylvania, Year: 2019, Total Medicaid Enrollees: 2827289.0, Medicaid Enrollment in Managed Care: 2626598.0, Medicaid Enrollment in Comprehensive Managed Care: 2442251.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 686944.0"
Puerto Rico,1331694.0,1331694.0,1331694.0,408694.0,2019,"State: Puerto Rico, Year: 2019, Total Medicaid Enrollees: 1331694.0, Medicaid Enrollment in Managed Care: 1331694.0, Medicaid Enrollment in Comprehensive Managed Care: 1331694.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 408694.0"
Rhode Island,312141.0,293043.0,259274.0,70388.0,2019,"State: Rhode Island, Year: 2019, Total Medicaid Enrollees: 312141.0, Medicaid Enrollment in Managed Care: 293043.0, Medicaid Enrollment in Comprehensive Managed Care: 259274.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 70388.0"
South Carolina,1253433.0,1253433.0,801566.0,0.0,2019,"State: South Carolina, Year: 2019, Total Medicaid Enrollees: 1253433.0, Medicaid Enrollment in Managed Care: 1253433.0, Medicaid Enrollment in Comprehensive Managed Care: 801566.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
South Dakota,122209.0,90253.0,0.0,0.0,2019,"State: South Dakota, Year: 2019, Total Medicaid Enrollees: 122209.0, Medicaid Enrollment in Managed Care: 90253.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Tennessee,1565485.0,1437688.0,1437688.0,0.0,2019,"State: Tennessee, Year: 2019, Total Medicaid Enrollees: 1565485.0, Medicaid Enrollment in Managed Care: 1437688.0, Medicaid Enrollment in Comprehensive Managed Care: 1437688.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Texas,3878840.0,3742053.0,3578633.0,0.0,2019,"State: Texas, Year: 2019, Total Medicaid Enrollees: 3878840.0, Medicaid Enrollment in Managed Care: 3742053.0, Medicaid Enrollment in Comprehensive Managed Care: 3578633.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Utah,290203.0,258484.0,215764.0,0.0,2019,"State: Utah, Year: 2019, Total Medicaid Enrollees: 290203.0, Medicaid Enrollment in Managed Care: 258484.0, Medicaid Enrollment in Comprehensive Managed Care: 215764.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Vermont9,166114.0,108731.0,108731.0,44868.0,2019,"State: Vermont9, Year: 2019, Total Medicaid Enrollees: 166114.0, Medicaid Enrollment in Managed Care: 108731.0, Medicaid Enrollment in Comprehensive Managed Care: 108731.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 44868.0"
Virgin Islands,0.0,0.0,0.0,0.0,2019,"State: Virgin Islands, Year: 2019, Total Medicaid Enrollees: 0.0, Medicaid Enrollment in Managed Care: 0.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Virginia,1460075.0,1275928.0,1275928.0,303154.0,2019,"State: Virginia, Year: 2019, Total Medicaid Enrollees: 1460075.0, Medicaid Enrollment in Managed Care: 1275928.0, Medicaid Enrollment in Comprehensive Managed Care: 1275928.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 303154.0"
Washington,1742684.0,1742684.0,1513259.0,78346.0,2019,"State: Washington, Year: 2019, Total Medicaid Enrollees: 1742684.0, Medicaid Enrollment in Managed Care: 1742684.0, Medicaid Enrollment in Comprehensive Managed Care: 1513259.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 78346.0"
West Virginia,508092.0,387376.0,387376.0,147305.0,2019,"State: West Virginia, Year: 2019, Total Medicaid Enrollees: 508092.0, Medicaid Enrollment in Managed Care: 387376.0, Medicaid Enrollment in Comprehensive Managed Care: 387376.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 147305.0"
Wisconsin,1194983.0,812661.0,758446.0,0.0,2019,"State: Wisconsin, Year: 2019, Total Medicaid Enrollees: 1194983.0, Medicaid Enrollment in Managed Care: 812661.0, Medicaid Enrollment in Comprehensive Managed Care: 758446.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Wyoming,60472.0,137.0,137.0,0.0,2019,"State: Wyoming, Year: 2019, Total Medicaid Enrollees: 60472.0, Medicaid Enrollment in Managed Care: 137.0, Medicaid Enrollment in Comprehensive Managed Care: 137.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Alabama,1092935.0,861758.0,166.0,0.0,2020,"State: Alabama, Year: 2020, Total Medicaid Enrollees: 1092935.0, Medicaid Enrollment in Managed Care: 861758.0, Medicaid Enrollment in Comprehensive Managed Care: 166.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Alaska5,222723.0,0.0,0.0,0.0,2020,"State: Alaska5, Year: 2020, Total Medicaid Enrollees: 222723.0, Medicaid Enrollment in Managed Care: 0.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
American Samoa,0.0,0.0,0.0,0.0,2020,"State: American Samoa, Year: 2020, Total Medicaid Enrollees: 0.0, Medicaid Enrollment in Managed Care: 0.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Arizona,2013348.0,1711292.0,1711292.0,461077.0,2020,"State: Arizona, Year: 2020, Total Medicaid Enrollees: 2013348.0, Medicaid Enrollment in Managed Care: 1711292.0, Medicaid Enrollment in Comprehensive Managed Care: 1711292.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 461077.0"
Arkansas,988178.0,875994.0,42938.0,0.0,2020,"State: Arkansas, Year: 2020, Total Medicaid Enrollees: 988178.0, Medicaid Enrollment in Managed Care: 875994.0, Medicaid Enrollment in Comprehensive Managed Care: 42938.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
California,13016208.0,10650556.0,10650549.0,3218039.0,2020,"State: California, Year: 2020, Total Medicaid Enrollees: 13016208.0, Medicaid Enrollment in Managed Care: 10650556.0, Medicaid Enrollment in Comprehensive Managed Care: 10650549.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 3218039.0"
Colorado6,1316543.0,1266374.0,133992.0,58559.0,2020,"State: Colorado6, Year: 2020, Total Medicaid Enrollees: 1316543.0, Medicaid Enrollment in Managed Care: 1266374.0, Medicaid Enrollment in Comprehensive Managed Care: 133992.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 58559.0"
Connecticut7,990928.0,0.0,0.0,0.0,2020,"State: Connecticut7, Year: 2020, Total Medicaid Enrollees: 990928.0, Medicaid Enrollment in Managed Care: 0.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Delaware,248794.0,217895.0,212163.0,62344.0,2020,"State: Delaware, Year: 2020, Total Medicaid Enrollees: 248794.0, Medicaid Enrollment in Managed Care: 217895.0, Medicaid Enrollment in Comprehensive Managed Care: 212163.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 62344.0"
District of Columbia,265501.0,247592.0,193692.0,59644.0,2020,"State: District of Columbia, Year: 2020, Total Medicaid Enrollees: 265501.0, Medicaid Enrollment in Managed Care: 247592.0, Medicaid Enrollment in Comprehensive Managed Care: 193692.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 59644.0"
Florida,4210849.0,3580237.0,3281271.0,0.0,2020,"State: Florida, Year: 2020, Total Medicaid Enrollees: 4210849.0, Medicaid Enrollment in Managed Care: 3580237.0, Medicaid Enrollment in Comprehensive Managed Care: 3281271.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Georgia8,2288352.0,1647055.0,1585535.0,0.0,2020,"State: Georgia8, Year: 2020, Total Medicaid Enrollees: 2288352.0, Medicaid Enrollment in Managed Care: 1647055.0, Medicaid Enrollment in Comprehensive Managed Care: 1585535.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Guam,0.0,0.0,0.0,0.0,2020,"State: Guam, Year: 2020, Total Medicaid Enrollees: 0.0, Medicaid Enrollment in Managed Care: 0.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Hawaii,360381.0,360277.0,360277.0,122907.0,2020,"State: Hawaii, Year: 2020, Total Medicaid Enrollees: 360381.0, Medicaid Enrollment in Managed Care: 360277.0, Medicaid Enrollment in Comprehensive Managed Care: 360277.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 122907.0"
Idaho,375710.0,344075.0,25711.0,0.0,2020,"State: Idaho, Year: 2020, Total Medicaid Enrollees: 375710.0, Medicaid Enrollment in Managed Care: 344075.0, Medicaid Enrollment in Comprehensive Managed Care: 25711.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Illinois,3143105.0,2394304.0,2337395.0,551899.0,2020,"State: Illinois, Year: 2020, Total Medicaid Enrollees: 3143105.0, Medicaid Enrollment in Managed Care: 2394304.0, Medicaid Enrollment in Comprehensive Managed Care: 2337395.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 551899.0"
Indiana9,1597421.0,1200444.0,1200444.0,597002.0,2020,"State: Indiana9, Year: 2020, Total Medicaid Enrollees: 1597421.0, Medicaid Enrollment in Managed Care: 1200444.0, Medicaid Enrollment in Comprehensive Managed Care: 1200444.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 597002.0"
Iowa,673328.0,603274.0,603274.0,192488.0,2020,"State: Iowa, Year: 2020, Total Medicaid Enrollees: 673328.0, Medicaid Enrollment in Managed Care: 603274.0, Medicaid Enrollment in Comprehensive Managed Care: 603274.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 192488.0"
Kansas,413787.0,365808.0,365808.0,0.0,2020,"State: Kansas, Year: 2020, Total Medicaid Enrollees: 413787.0, Medicaid Enrollment in Managed Care: 365808.0, Medicaid Enrollment in Comprehensive Managed Care: 365808.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Kentucky,1503931.0,1418458.0,1365246.0,459608.0,2020,"State: Kentucky, Year: 2020, Total Medicaid Enrollees: 1503931.0, Medicaid Enrollment in Managed Care: 1418458.0, Medicaid Enrollment in Comprehensive Managed Care: 1365246.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 459608.0"
Louisiana,1731060.0,1612144.0,1468845.0,532697.0,2020,"State: Louisiana, Year: 2020, Total Medicaid Enrollees: 1731060.0, Medicaid Enrollment in Managed Care: 1612144.0, Medicaid Enrollment in Comprehensive Managed Care: 1468845.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 532697.0"
Maine,291765.0,265968.0,0.0,0.0,2020,"State: Maine, Year: 2020, Total Medicaid Enrollees: 291765.0, Medicaid Enrollment in Managed Care: 265968.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Maryland,1483337.0,1256287.0,1256287.0,320468.0,2020,"State: Maryland, Year: 2020, Total Medicaid Enrollees: 1483337.0, Medicaid Enrollment in Managed Care: 1256287.0, Medicaid Enrollment in Comprehensive Managed Care: 1256287.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 320468.0"
Massachusetts,1893605.0,1239099.0,761847.0,177331.0,2020,"State: Massachusetts, Year: 2020, Total Medicaid Enrollees: 1893605.0, Medicaid Enrollment in Managed Care: 1239099.0, Medicaid Enrollment in Comprehensive Managed Care: 761847.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 177331.0"
Michigan10,2573851.0,2415313.0,1930736.0,621998.0,2020,"State: Michigan10, Year: 2020, Total Medicaid Enrollees: 2573851.0, Medicaid Enrollment in Managed Care: 2415313.0, Medicaid Enrollment in Comprehensive Managed Care: 1930736.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 621998.0"
Minnesota,1119244.0,941818.0,941818.0,192354.0,2020,"State: Minnesota, Year: 2020, Total Medicaid Enrollees: 1119244.0, Medicaid Enrollment in Managed Care: 941818.0, Medicaid Enrollment in Comprehensive Managed Care: 941818.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 192354.0"
Mississippi,704743.0,450665.0,450665.0,0.0,2020,"State: Mississippi, Year: 2020, Total Medicaid Enrollees: 704743.0, Medicaid Enrollment in Managed Care: 450665.0, Medicaid Enrollment in Comprehensive Managed Care: 450665.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Missouri,939919.0,815724.0,657492.0,0.0,2020,"State: Missouri, Year: 2020, Total Medicaid Enrollees: 939919.0, Medicaid Enrollment in Managed Care: 815724.0, Medicaid Enrollment in Comprehensive Managed Care: 657492.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Montana,263872.0,235052.0,0.0,0.0,2020,"State: Montana, Year: 2020, Total Medicaid Enrollees: 263872.0, Medicaid Enrollment in Managed Care: 235052.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Nebraska,262780.0,261472.0,261438.0,0.0,2020,"State: Nebraska, Year: 2020, Total Medicaid Enrollees: 262780.0, Medicaid Enrollment in Managed Care: 261472.0, Medicaid Enrollment in Comprehensive Managed Care: 261438.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Nevada,720389.0,650160.0,558040.0,213483.0,2020,"State: Nevada, Year: 2020, Total Medicaid Enrollees: 720389.0, Medicaid Enrollment in Managed Care: 650160.0, Medicaid Enrollment in Comprehensive Managed Care: 558040.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 213483.0"
New Hampshire,210094.0,190713.0,190713.0,58654.0,2020,"State: New Hampshire, Year: 2020, Total Medicaid Enrollees: 210094.0, Medicaid Enrollment in Managed Care: 190713.0, Medicaid Enrollment in Comprehensive Managed Care: 190713.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 58654.0"
New Jersey,1683987.0,1588936.0,1588936.0,542076.0,2020,"State: New Jersey, Year: 2020, Total Medicaid Enrollees: 1683987.0, Medicaid Enrollment in Managed Care: 1588936.0, Medicaid Enrollment in Comprehensive Managed Care: 1588936.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 542076.0"
New Mexico,876406.0,718655.0,718655.0,250856.0,2020,"State: New Mexico, Year: 2020, Total Medicaid Enrollees: 876406.0, Medicaid Enrollment in Managed Care: 718655.0, Medicaid Enrollment in Comprehensive Managed Care: 718655.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 250856.0"
New York11,6458770.0,5014525.0,4765561.0,3780522.0,2020,"State: New York11, Year: 2020, Total Medicaid Enrollees: 6458770.0, Medicaid Enrollment in Managed Care: 5014525.0, Medicaid Enrollment in Comprehensive Managed Care: 4765561.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 3780522.0"
North Carolina,2266262.0,1703303.0,2205.0,0.0,2020,"State: North Carolina, Year: 2020, Total Medicaid Enrollees: 2266262.0, Medicaid Enrollment in Managed Care: 1703303.0, Medicaid Enrollment in Comprehensive Managed Care: 2205.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
North Dakota,94716.0,52986.0,21673.0,21497.0,2020,"State: North Dakota, Year: 2020, Total Medicaid Enrollees: 94716.0, Medicaid Enrollment in Managed Care: 52986.0, Medicaid Enrollment in Comprehensive Managed Care: 21673.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 21497.0"
Northern Mariana Islands,0.0,0.0,0.0,0.0,2020,"State: Northern Mariana Islands, Year: 2020, Total Medicaid Enrollees: 0.0, Medicaid Enrollment in Managed Care: 0.0, Medicaid Enrollment in Comprehensive Managed Care: 0.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Ohio,2973911.0,2575003.0,2575003.0,649674.0,2020,"State: Ohio, Year: 2020, Total Medicaid Enrollees: 2973911.0, Medicaid Enrollment in Managed Care: 2575003.0, Medicaid Enrollment in Comprehensive Managed Care: 2575003.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 649674.0"
Oklahoma,877492.0,701359.0,638.0,0.0,2020,"State: Oklahoma, Year: 2020, Total Medicaid Enrollees: 877492.0, Medicaid Enrollment in Managed Care: 701359.0, Medicaid Enrollment in Comprehensive Managed Care: 638.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 0.0"
Oregon,1159844.0,969719.0,969719.0,451468.0,2020,"State: Oregon, Year: 2020, Total Medicaid Enrollees: 1159844.0, Medicaid Enrollment in Managed Care: 969719.0, Medicaid Enrollment in Comprehensive Managed Care: 969719.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 451468.0"
Pennsylvania,2984420.0,2842424.0,2759465.0,975848.0,2020,"State: Pennsylvania, Year: 2020, Total Medicaid Enrollees: 2984420.0, Medicaid Enrollment in Managed Care: 2842424.0, Medicaid Enrollment in Comprehensive Managed Care: 2759465.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 975848.0"
Puerto Rico,1283091.0,1283091.0,1283091.0,408122.0,2020,"State: Puerto Rico, Year: 2020, Total Medicaid Enrollees: 1283091.0, Medicaid Enrollment in Managed Care: 1283091.0, Medicaid Enrollment in Comprehensive Managed Care: 1283091.0, Medicaid Newly Eligible Adults Enrolled in Comprehensive MCOs: 408122.0"
